Feature,MI_Score,XGB_Gain,SHAP_Importance
ActiveMonths,0.08844416895139551,18.57468605041504,0.4251762
ProductDiversity,0.07315852336996609,3.4613125324249268,0.30187967
ActiveDays,0.09612716888430728,16.655635833740234,0.23174416
Monetary_log,0.07357401271891018,2.7591707706451416,0.14685953
Frequency_log,0.09062193744070224,7.362382888793945,0.102297045
AvgPurchaseInterval,0.0808210661716049,2.3935787677764893,0.08393263
